Date,Open,High,Low,Close,Volume
2015-01-06,594.37,606.42,593.46,605.93,40956870.0
2015-01-07,606.49,611.78,606.49,608.33,46790490.0
2015-01-08,607.52,609.85,605.37,606.78,32672240.0
2015-01-09,608.26,619.52,608.26,617.92,51896740.0
2015-01-12,618.04,624.18,615.49,615.49,69912260.0
2015-01-13,614.22,619.58,614.06,618.56,43921330.0
2015-01-14,620.56,621.75,611.9,617.2,44603950.0
2015-01-15,617.12,619.05,613.8,618.12,47390510.0
2015-01-16,616.89,617.52,613.4,615.02,41028570.0
2015-01-19,616.91,618.29,609.77,609.77,34225630.0
2015-01-20,611.46,614.5,608.32,610.53,25477980.0
2015-01-21,611.5,611.63,607.01,607.64,24584920.0
2015-01-22,607.68,613.35,604.35,611.29,31837490.0
2015-01-23,611.79,618.9,611.79,615.16,40409970.0
2015-01-26,618.14,619.21,613.07,613.72,26157690.0
2015-01-27,613.03,616.69,606.75,609.68,53793590.0
2015-01-28,610.54,614.95,608.41,613.93,38714420.0
2015-01-29,613.87,615.63,610.57,613.78,35995860.0
2015-01-30,613.41,613.47,604.98,608.77,30138850.0
2015-02-02,606.02,609.79,600.49,601.48,22953320.0
2015-02-03,600.02,601.33,590.74,590.74,31708600.0
2015-02-04,585.95,587.92,581.24,587.02,39186530.0
2015-02-05,587.54,593.56,587.47,591.99,25458240.0
2015-02-06,592.4,596.97,592.4,596.97,18319940.0
2015-02-09,595.69,598.82,594.96,596.3,24289920.0
2015-02-10,594.79,599.43,594.72,598.32,19334220.0
2015-02-11,596.7,606.58,596.41,606.14,32853070.0
2015-02-12,608.89,614.69,608.89,612.58,34478990.0
2015-02-13,615.33,618.46,614.96,615.78,23916410.0
2015-02-24,619.48,623.39,618.73,622.9,24713890.0
2015-02-25,623.69,627.94,619.23,620.38,35474320.0
2015-02-26,621.0,623.99,618.09,623.99,43588340.0
2015-02-27,625.35,625.35,618.6,620.56,27904890.0
2015-03-02,619.2,621.04,615.39,617.42,30841390.0
2015-03-03,618.0,627.39,618.0,626.5,42890240.0
2015-03-04,628.77,630.52,625.66,629.31,35455710.0
2015-03-05,629.58,630.72,625.73,627.39,41306320.0
2015-03-06,625.15,629.71,623.56,627.42,32020420.0
2015-03-09,623.73,628.07,620.04,622.05,32487090.0
2015-03-10,619.37,622.95,618.96,621.96,44300530.0
2015-03-12,619.0,621.81,616.52,619.97,31302220.0
2015-03-16,613.99,616.42,609.78,610.53,47575520.0
2015-03-17,609.37,612.72,609.37,612.14,37913750.0
2015-03-18,610.31,611.2,607.08,608.45,35811870.0
2015-03-19,607.64,608.81,600.87,602.02,34271990.0
2015-03-20,600.19,604.67,599.91,604.62,42532770.0
2015-03-23,604.09,607.4,598.22,598.22,42580270.0
2015-03-24,596.65,596.65,590.18,594.8,31689830.0
2015-03-25,593.5,593.96,589.42,591.32,33976160.0
2015-03-26,587.99,590.94,585.81,587.71,26597590.0
2015-03-27,588.68,590.64,580.34,584.44,30465040.0
2015-03-30,584.46,584.99,576.41,576.54,31083650.0
2015-03-31,576.8,582.51,576.8,580.64,35791880.0
2015-04-01,580.27,580.61,568.48,570.76,44952090.0
2015-04-02,571.22,576.99,567.48,576.99,32499680.0
2015-04-03,577.36,580.11,574.43,579.55,28411430.0
2015-04-06,578.14,579.56,574.33,574.52,18130150.0
2015-04-07,572.72,578.21,570.09,577.86,37692750.0
2015-04-08,578.6,580.08,574.85,575.82,24386950.0
2015-04-09,575.5,581.25,575.36,580.42,20294890.0
2015-04-10,579.53,586.9,579.53,584.94,30206880.0
2015-04-13,586.09,589.29,585.86,589.06,25150520.0
2015-04-14,589.11,592.03,587.5,588.31,17658010.0
2015-04-15,588.32,592.45,587.21,592.29,28793700.0
2015-04-16,593.91,597.01,592.84,595.6,34859570.0
2015-04-17,595.43,602.83,595.43,600.02,41987270.0
2015-04-20,599.66,599.89,593.96,594.93,19485900.0
2015-04-21,595.1,598.24,594.5,594.7,29194870.0
2015-04-22,594.89,597.4,593.99,594.51,22961760.0
2015-04-23,594.13,596.85,589.61,593.72,25536100.0
2015-04-24,594.3,596.93,593.03,595.79,17251420.0
2015-04-27,599.99,600.36,595.47,596.25,14454710.0
2015-05-04,589.54,593.95,575.16,575.16,39951570.0
2015-05-05,576.34,583.97,571.07,583.8,32855170.0
2015-05-06,585.64,585.64,578.89,581.52,21805140.0
2015-05-07,578.84,584.45,577.62,583.31,18085940.0
2015-05-08,581.87,586.21,581.35,584.07,23640230.0
2015-05-11,582.99,585.88,579.78,580.01,48587180.0
2015-05-12,580.11,580.27,570.11,570.31,26152080.0
2015-05-13,572.33,573.24,565.11,571.39,33060570.0
2015-05-14,568.77,570.66,567.28,569.44,21283570.0
2015-05-15,569.39,570.58,564.33,564.9,23480080.0
2015-05-18,559.99,560.96,552.87,553.0,43041680.0
2015-05-19,552.46,556.92,552.46,556.73,27443830.0
2015-05-20,556.99,572.34,556.99,572.25,54458620.0
2015-05-21,574.5,578.05,570.49,577.44,45952440.0
2015-05-22,577.86,584.98,574.6,584.46,39876470.0
2015-05-25,585.08,589.18,582.45,587.77,41454250.0
2015-05-26,588.5,594.3,587.77,592.57,47824020.0
2015-05-27,589.31,592.28,587.96,589.79,43274050.0
2015-05-28,589.06,599.22,588.19,593.66,63142410.0
2015-05-29,594.34,597.08,588.15,590.71,55562750.0
2015-06-01,590.44,597.2,590.13,594.03,46347230.0
2015-06-02,593.34,596.96,589.23,589.23,47655820.0
2015-06-03,587.59,591.82,585.42,586.89,63741800.0
2015-06-04,586.82,590.42,586.18,587.09,34048150.0
2015-06-05,589.16,593.95,585.86,592.13,59056260.0
2015-06-08,592.22,599.19,592.22,596.89,82148310.0
2015-06-09,593.56,599.44,591.9,594.35,57822000.0
2015-06-10,593.6,597.3,590.69,594.22,51713390.0
2015-06-11,598.47,602.96,597.27,600.91,73321150.0
2015-06-12,602.3,604.63,600.03,603.05,59517520.0
2015-06-15,605.47,606.8,601.88,602.95,69268010.0
2015-06-16,605.8,607.6,601.78,603.55,70810370.0
2015-06-17,599.52,603.62,595.35,598.78,51306170.0
2015-06-18,598.58,602.55,598.58,600.67,39462240.0
2015-06-19,603.43,606.82,601.09,603.01,45484790.0
2015-06-22,608.0,615.19,607.64,613.37,86963580.0
2015-06-23,614.86,617.35,612.7,615.66,47894540.0
2015-06-24,612.66,615.34,610.11,612.75,54644570.0
2015-06-25,610.49,611.4,606.18,610.71,41292440.0
2015-06-26,606.76,617.82,606.76,610.62,66877470.0
2015-06-29,608.75,619.44,608.75,619.44,48290870.0
2015-06-30,616.19,626.86,616.19,621.89,60927500.0
2015-07-01,624.36,624.97,617.57,622.14,41700760.0
2015-07-02,622.57,632.81,621.79,631.08,43221570.0
2015-07-03,635.89,639.6,635.34,639.12,61774150.0
2015-07-06,643.19,649.41,642.35,648.56,62609180.0
2015-07-07,647.83,656.46,644.74,653.7,64777450.0
2015-07-08,652.98,655.9,640.61,642.69,81463430.0
2015-07-09,638.89,648.91,635.73,647.49,47906700.0
2015-07-10,651.0,652.29,647.2,650.48,69786050.0
2015-07-13,652.37,655.45,648.22,652.97,50165940.0
2015-07-14,653.67,658.51,648.89,657.45,55620290.0
2015-07-15,658.81,661.97,654.47,655.39,41344090.0
2015-07-16,647.99,652.55,644.13,650.11,41781510.0
2015-07-17,649.24,653.18,648.66,651.57,37173330.0
2015-07-20,646.69,647.04,639.9,644.87,34828300.0
2015-07-21,643.83,647.03,636.91,640.63,33687390.0
2015-07-22,640.42,655.11,639.66,655.11,39012080.0
2015-07-23,656.53,662.05,655.17,655.68,44800310.0
2015-07-24,657.47,661.15,653.95,659.98,39186420.0
2015-07-27,658.63,667.17,658.16,664.03,53680720.0
2015-07-28,666.01,668.8,662.22,662.27,65716910.0
2015-07-29,659.53,662.57,652.2,652.25,49671950.0
2015-07-30,651.93,652.74,648.12,649.73,35008350.0
2015-07-31,653.03,654.56,649.16,649.18,33693180.0
2015-08-03,642.46,642.61,632.93,639.26,56112030.0
2015-08-04,637.2,638.14,631.29,631.85,29766260.0
2015-08-05,632.89,639.22,632.89,637.45,30742020.0
2015-08-06,639.96,640.52,632.97,632.97,37527330.0
2015-08-07,635.0,638.75,631.97,637.21,27048770.0
2015-08-10,637.58,649.22,637.58,649.22,31238850.0
2015-08-11,646.63,648.87,642.28,643.17,41401230.0
2015-08-12,637.4,641.12,630.99,633.8,39242330.0
2015-08-13,632.1,632.1,619.1,624.22,49387930.0
2015-08-14,621.34,625.84,615.55,620.4,36186330.0
2015-08-17,618.99,621.01,604.67,607.48,47819820.0
2015-08-18,605.42,611.75,604.93,611.75,39029320.0
2015-08-19,610.0,611.63,600.69,608.84,39791990.0
2015-08-20,606.66,609.72,597.46,599.61,43117720.0
2015-08-21,589.51,591.32,572.16,586.64,87350120.0
2015-08-24,580.86,580.86,552.23,553.82,80233750.0
2015-08-25,544.1,567.56,544.1,559.43,68306860.0
2015-08-26,561.17,577.15,561.17,576.65,58166060.0
2015-08-27,579.74,583.7,577.88,581.91,51043990.0
2015-08-28,585.35,594.81,582.42,594.62,67473870.0
2015-08-31,596.58,596.58,586.29,589.13,36361750.0
2015-09-01,586.53,591.08,583.02,583.13,28576330.0
2015-09-03,581.3,581.89,572.64,575.1,32509340.0
2015-09-04,576.94,579.89,575.88,578.17,20860620.0
2015-09-07,577.17,580.47,573.25,573.25,20674400.0
2015-09-08,572.91,583.78,572.85,582.72,38136220.0
2015-09-09,585.24,589.74,585.24,588.8,25516330.0
2015-09-10,583.91,591.1,582.79,588.78,22064410.0
2015-09-11,588.89,590.04,582.8,583.15,31619500.0
2015-09-14,583.07,585.77,574.96,576.47,24652700.0
2015-09-15,574.39,574.93,570.59,570.88,42885460.0
2015-09-16,572.47,577.24,572.47,575.73,22003960.0
2015-09-17,577.52,580.29,577.32,577.32,17904730.0
2015-09-18,578.78,586.19,578.78,583.9,37495080.0
2015-09-21,583.37,590.36,582.81,589.84,27374390.0
2015-09-22,591.81,593.93,589.01,591.49,32202230.0
2015-09-23,590.58,593.13,588.24,590.51,25057420.0
2015-09-24,591.39,593.67,589.79,590.89,25995690.0
2015-09-25,588.91,591.12,584.87,587.39,19776710.0
2015-09-28,588.69,589.64,583.4,583.4,21839740.0
2015-09-29,577.85,579.66,575.06,578.56,29253380.0
2015-09-30,580.39,583.9,580.39,581.57,20254090.0
2015-10-01,581.67,584.43,581.2,581.2,16288660.0
2015-10-02,582.47,584.06,580.96,582.69,15673300.0
2015-10-05,582.94,588.05,582.16,586.79,25581110.0
2015-10-06,596.87,599.76,592.44,598.37,67151030.0
2015-10-07,602.12,605.22,598.36,598.62,54630620.0
2015-10-08,598.61,606.08,597.73,605.36,62131550.0
2015-10-09,609.08,611.15,605.67,608.43,65282990.0
2015-10-12,605.71,612.48,605.29,609.88,48996150.0
2015-10-13,608.06,608.94,605.38,607.8,38758160.0
2015-10-14,610.78,612.59,607.74,609.57,37907400.0
2015-10-15,609.72,610.87,606.71,609.75,36616900.0
2015-10-16,609.76,616.35,609.73,611.98,48764320.0
2015-10-19,610.96,615.13,608.01,612.15,33269410.0
2015-10-20,611.81,612.26,603.94,605.37,48828930.0
2015-10-21,605.86,609.32,603.98,604.39,35256260.0
2015-10-22,603.84,611.06,603.84,609.82,30308680.0
2015-10-23,613.49,617.16,613.12,615.96,32423510.0
2015-10-26,619.09,622.09,615.25,615.25,30962380.0
2015-10-27,611.09,614.47,608.89,609.78,29446250.0
2015-10-28,612.25,615.05,609.51,609.51,37583510.0
2015-10-29,610.56,616.42,610.56,615.66,33584690.0
2015-10-30,618.41,620.37,615.66,618.11,24947110.0
2015-11-02,619.89,621.94,613.34,613.54,33276660.0
2015-11-03,613.48,623.02,611.3,622.14,34673550.0
2015-11-04,626.75,630.6,623.08,623.39,30669770.0
2015-11-05,619.95,627.17,619.93,626.83,23224850.0
2015-11-06,626.15,630.36,620.02,624.89,36464160.0
2015-11-09,623.5,623.5,619.21,620.19,47374740.0
2015-11-10,619.26,619.95,614.1,615.36,43480850.0
2015-11-11,613.81,619.59,613.07,613.22,25597260.0
2015-11-12,612.12,613.62,603.06,613.57,52506160.0
2015-11-13,613.13,621.38,613.13,620.31,48503210.0
2015-11-16,620.95,622.51,615.42,618.07,43853070.0
2015-11-17,618.62,620.89,614.13,614.64,68571060.0
2015-11-18,613.24,617.19,611.21,613.89,35983900.0
2015-11-19,614.39,615.11,609.9,611.37,36971550.0
2015-11-24,607.48,607.48,597.01,599.75,50699950.0
2015-11-25,599.38,603.72,593.58,602.99,57877170.0
2015-11-26,601.97,603.46,599.02,599.45,37873300.0
2015-11-27,596.93,599.63,591.73,592.17,48501440.0
2015-11-30,589.57,589.76,580.53,582.6,44314290.0
2015-12-01,582.74,586.14,579.38,579.38,38978300.0
2015-12-02,579.54,586.15,579.54,583.16,41084500.0
2015-12-03,583.57,587.27,583.5,584.45,22820630.0
2015-12-04,585.13,585.14,578.88,582.03,25132150.0
2015-12-08,574.21,584.37,568.51,584.23,37969830.0
2015-12-09,584.48,587.62,575.48,576.5,30343480.0
2015-12-10,575.37,578.1,572.83,573.3,27343470.0
2015-12-11,572.39,580.73,571.7,577.97,27423650.0
2015-12-15,580.59,584.57,580.07,583.33,26008170.0
2015-12-16,584.14,588.21,582.58,585.38,22576440.0
2015-12-17,587.74,590.01,584.23,586.26,24615600.0
2015-12-18,585.89,587.76,582.7,586.65,31977970.0
2015-12-21,581.36,581.92,576.12,578.54,38041310.0
2015-12-22,578.18,580.64,575.71,577.12,21700930.0
2015-12-23,575.43,578.36,572.22,575.72,22899770.0
2015-12-24,575.86,578.1,575.11,577.11,16232980.0
2015-12-25,577.98,581.69,577.63,580.14,22935450.0
2015-12-28,583.14,586.52,582.58,584.03,29059390.0
2015-12-29,582.71,588.44,579.18,587.81,35722110.0
2015-12-30,589.93,592.24,587.81,591.37,24669540.0
2015-12-31,594.21,595.18,590.37,591.59,21115620.0
2016-01-04,593.31,594.68,587.94,590.43,30026700.0
2016-01-05,586.93,589.65,583.06,583.51,33856830.0
2016-01-06,582.81,589.9,582.81,588.91,31296850.0
2016-01-07,589.12,589.12,577.19,582.18,49105830.0
2016-01-08,578.97,579.97,571.96,575.82,44524330.0
2016-01-11,574.95,579.24,573.02,575.42,39032180.0
2016-01-12,574.23,580.69,574.23,579.93,34699550.0
2016-01-13,583.37,584.03,577.29,580.25,54400220.0
2016-01-14,571.02,573.73,565.79,571.07,60317100.0
2016-01-15,570.33,572.27,557.51,558.1,52635660.0
2016-01-18,543.44,543.44,531.92,541.18,68255780.0
2016-01-19,541.43,549.8,541.43,548.64,43663960.0
2016-01-20,546.69,551.88,543.59,545.56,45868140.0
2016-01-21,541.34,548.09,537.88,540.87,59061790.0
2016-01-22,541.84,542.4,531.53,540.84,68432580.0
2016-01-25,546.87,562.22,546.87,561.73,59643440.0
2016-01-26,553.09,560.05,549.32,555.39,56689140.0
2016-01-27,558.65,561.94,557.01,560.6,43978110.0
2016-01-28,558.65,562.45,555.73,557.2,41608190.0
2016-01-29,557.31,562.79,554.63,562.39,36165900.0
2016-02-01,562.4,565.79,558.61,558.61,30630330.0
2016-02-02,555.13,559.8,553.76,558.36,23240570.0
2016-02-03,552.09,556.45,549.01,555.43,28978160.0
2016-02-04,560.0,562.88,559.33,561.51,22810120.0
2016-02-05,560.01,565.97,560.01,564.32,19757660.0
2016-02-15,558.64,561.48,554.24,559.2,24655020.0
2016-02-16,560.98,564.21,560.95,563.08,39929010.0
2016-02-17,565.69,567.31,562.11,563.73,45225210.0
2016-02-18,564.27,569.38,563.16,567.7,40077830.0
2016-02-19,566.68,568.97,565.25,567.37,68742040.0
2016-02-22,567.87,576.63,567.87,575.62,69328770.0
2016-02-24,571.54,581.76,570.14,577.88,58428980.0
2016-02-25,580.63,583.87,574.63,575.42,48755500.0
2016-02-26,574.12,577.33,572.17,576.77,30212300.0
2016-02-29,576.98,577.74,571.82,571.9,39487990.0
2016-03-01,570.88,576.3,570.88,573.31,40380970.0
2016-03-02,575.95,579.61,573.27,577.98,45031910.0
2016-03-03,582.26,582.43,578.55,580.08,43142440.0
2016-03-04,579.08,583.73,577.53,581.2,38102710.0
2016-03-07,582.6,587.91,582.31,583.61,49395730.0
2016-03-08,583.29,585.67,582.08,583.24,46567610.0
2016-03-09,582.45,585.48,580.52,580.59,33767730.0
2016-03-10,582.95,583.79,580.19,582.99,35237090.0
2016-03-11,583.93,588.46,582.54,585.4,44901340.0
2016-03-14,586.63,587.93,584.06,586.69,41407640.0
2016-03-15,586.45,588.05,581.72,583.93,43054020.0
2016-03-16,582.95,585.31,581.4,584.41,46742400.0
2016-03-17,588.62,590.98,586.37,587.17,52628020.0
2016-03-18,587.13,587.92,583.37,584.65,36624460.0
2016-03-21,582.85,587.78,582.39,582.43,44542420.0
2016-03-22,580.01,580.67,575.68,579.21,33220200.0
2016-03-23,577.77,581.74,577.25,580.49,44226690.0
2016-03-24,579.84,584.36,578.51,578.74,40287980.0
2016-03-25,576.64,579.84,571.71,578.11,41810360.0
2016-03-28,578.45,582.82,577.46,582.81,30365740.0
2016-03-29,582.87,583.29,576.03,577.51,39071810.0
2016-03-30,573.58,579.97,572.16,578.22,34258050.0
2016-03-31,575.37,579.44,572.27,572.29,40112800.0
2016-04-01,570.7,572.17,566.81,567.96,36138880.0
2016-04-04,568.01,570.25,563.05,564.59,32968610.0
2016-04-05,565.59,570.17,565.37,570.17,30870460.0
2016-04-06,571.47,574.91,569.4,574.91,25925420.0
2016-04-07,577.88,580.37,575.09,579.28,34650860.0
2016-04-08,578.43,581.39,576.68,580.23,32562470.0
2016-04-11,580.79,588.42,580.65,586.02,42477770.0
2016-04-12,588.73,590.22,584.75,588.2,44931160.0
2016-04-13,587.94,589.03,582.4,585.76,39655860.0
2016-04-14,582.4,591.64,582.4,588.36,36878670.0
2016-04-15,586.27,591.76,586.27,586.34,29822980.0
2016-04-19,584.14,584.42,575.84,575.84,33361300.0
2016-04-20,575.42,578.65,572.14,574.64,36230170.0
2016-04-21,578.09,584.37,577.19,581.9,30894410.0
2016-04-22,582.43,595.48,581.72,594.76,39978070.0
2016-04-25,599.85,604.12,595.03,595.59,44909330.0
2016-04-26,593.35,601.06,593.35,601.06,55989430.0
2016-04-27,603.93,603.93,593.93,598.54,52341930.0
2016-04-28,597.87,600.36,593.46,595.93,30134880.0
2016-04-29,595.5,603.04,595.19,601.41,34464940.0
2016-05-04,600.63,606.88,597.4,605.01,49333880.0
2016-05-05,603.68,609.59,603.32,607.51,39920910.0
2016-05-06,604.96,610.19,604.7,606.8,33864720.0
2016-05-09,610.78,612.82,606.21,606.54,34785710.0
2016-05-10,601.23,605.37,597.91,604.81,37220950.0
2016-05-11,606.32,611.09,604.25,610.62,34916990.0
2016-05-12,613.32,615.57,611.39,613.22,26672370.0
2016-05-13,612.64,615.33,608.67,610.71,36867210.0
2016-05-16,612.03,615.89,608.96,615.6,30007500.0
2016-05-17,619.24,625.12,617.11,624.09,46079810.0
2016-05-18,625.18,628.3,622.71,624.13,38918610.0
2016-05-19,624.73,625.99,620.11,621.97,41646920.0
2016-05-20,621.34,623.19,615.91,617.35,31383140.0
2016-05-23,616.81,617.39,612.43,613.92,21788980.0
2016-05-24,616.33,616.45,611.94,615.0,30606000.0
2016-05-25,614.91,618.61,614.65,614.93,36015570.0
2016-05-26,613.05,615.94,607.23,607.23,28858150.0
2016-05-27,607.21,612.66,605.16,611.1,27405930.0
2016-05-30,612.4,617.43,611.83,616.95,33763730.0
2016-05-31,618.91,621.3,616.85,619.84,33711330.0
2016-06-01,617.69,620.19,617.02,619.34,32679630.0
2016-06-02,619.14,622.88,618.1,619.8,40654050.0
2016-06-03,622.07,622.65,619.15,622.24,34787660.0
2016-06-06,620.61,622.23,615.91,621.43,39098170.0
2016-06-07,620.96,623.4,619.59,622.61,35016490.0
2016-06-08,624.83,632.6,624.83,629.58,42241900.0
2016-06-09,630.34,631.73,627.29,629.95,35539880.0
2016-06-10,630.55,634.07,628.4,630.74,44908890.0
2016-06-13,626.68,626.92,620.36,622.59,36455280.0
2016-06-14,620.01,624.88,617.71,624.06,27636190.0
2016-06-15,624.66,625.8,621.06,624.97,34833240.0
2016-06-16,625.02,627.46,623.67,623.88,40990640.0
2016-06-17,621.15,622.15,615.39,615.53,41966790.0
2016-06-20,615.98,624.79,615.98,623.78,31787300.0
2016-06-21,627.16,631.02,627.16,627.17,36956730.0
2016-06-22,626.53,628.26,623.76,625.44,27196670.0
2016-06-23,623.71,627.61,623.09,627.61,33886000.0
2016-06-24,625.8,625.8,591.44,613.96,108247910.0
2016-06-27,609.64,614.3,601.71,613.8,36033170.0
2016-06-28,612.52,616.51,612.0,615.71,27740920.0
2016-06-29,616.09,622.43,616.09,621.44,44502490.0
2016-06-30,623.98,626.9,621.52,622.07,31380950.0
2016-07-01,623.77,630.61,623.5,626.58,37771380.0
2016-07-04,629.19,634.23,629.19,632.89,47631430.0
2016-07-05,636.57,641.86,634.43,636.76,50314420.0
2016-07-06,632.8,638.29,630.21,636.48,38793410.0
2016-07-07,639.9,645.01,638.63,643.5,41322360.0
2016-07-08,645.21,648.73,639.67,643.33,44476650.0
2016-07-11,643.77,648.37,633.89,638.4,46514430.0
2016-07-12,637.69,640.9,633.5,639.41,44549240.0
2016-07-13,645.04,657.66,645.04,655.35,62793150.0
2016-07-14,657.05,664.43,654.9,654.9,59334660.0
2016-07-15,653.75,656.73,649.54,654.71,47402340.0
2016-07-18,653.82,662.41,652.51,659.89,49130620.0
2016-07-19,664.82,665.11,647.33,653.82,50269560.0
2016-07-20,654.45,654.49,646.23,648.21,38441480.0
2016-07-21,647.51,650.12,642.22,647.12,34042170.0
2016-07-22,642.19,642.35,626.4,633.68,71977780.0
2016-07-25,636.37,638.17,631.18,634.55,33095950.0
2016-07-26,633.57,636.03,627.97,633.73,32628650.0
2016-07-27,634.67,640.41,634.42,637.16,45758810.0
2016-07-28,639.58,643.36,636.61,640.66,45979820.0
2016-07-29,644.0,645.39,639.11,640.32,38651780.0
2016-08-02,631.09,631.13,620.85,623.41,59408840.0
2016-08-03,620.86,622.4,616.53,618.3,30052290.0
2016-08-04,620.42,626.79,618.72,619.1,37378380.0
2016-08-05,615.06,615.65,608.84,613.08,48187100.0
2016-08-08,614.38,616.97,609.21,613.44,33205750.0
2016-08-09,614.16,621.88,614.16,620.46,33592150.0
2016-08-10,621.18,633.39,621.18,632.4,47240000.0
2016-08-11,634.27,644.93,633.95,644.93,62418350.0
2016-08-12,650.55,652.87,638.1,640.05,51914600.0
2016-08-15,640.59,645.69,639.08,645.01,52294280.0
2016-08-16,647.15,650.45,645.48,647.98,51768020.0
2016-08-17,648.34,650.98,645.53,650.82,48496090.0
2016-08-18,653.36,656.33,646.59,654.2,48979070.0
2016-08-19,657.39,659.43,653.67,656.5,42700010.0
2016-08-22,654.43,655.33,648.55,649.4,49062760.0
2016-08-23,643.9,651.19,642.5,650.42,37264190.0
2016-08-24,651.83,656.93,650.21,650.21,34065550.0
2016-08-25,649.51,650.69,646.71,648.79,38768850.0
2016-08-26,652.64,659.34,652.64,656.65,46106050.0
2016-08-29,660.07,666.02,657.24,657.24,40368330.0
2016-08-30,655.39,661.0,654.66,660.43,32897500.0
2016-08-31,662.41,666.7,661.32,666.12,40716830.0
2016-09-01,665.2,665.2,655.28,659.15,35563570.0
2016-09-05,660.24,661.13,652.13,655.68,47132020.0
2016-09-06,656.06,659.27,656.06,656.45,34464470.0
2016-09-07,655.19,655.75,647.47,653.98,34396500.0
2016-09-08,654.53,661.54,654.38,659.92,50463320.0
2016-09-09,662.04,663.68,657.64,658.07,38290310.0
2016-09-12,654.78,655.66,646.87,649.75,26842790.0
2016-09-13,650.41,653.85,647.33,651.59,30500340.0
2016-09-14,651.15,652.5,647.48,647.96,38532980.0
2016-09-15,646.37,649.97,644.08,646.15,38904890.0
2016-09-16,642.29,645.72,641.5,641.95,39716640.0
2016-09-19,646.47,648.73,644.23,648.27,49748980.0
2016-09-20,648.77,650.43,643.6,650.43,44024460.0
2016-09-21,653.67,658.05,652.62,658.02,57102890.0
2016-09-22,659.65,665.27,659.36,662.19,48105650.0
2016-09-23,662.23,664.04,660.85,663.9,31724240.0
2016-09-26,662.79,666.9,661.71,665.32,32166070.0
2016-09-27,665.3,669.9,664.47,669.9,51403160.0
2016-09-28,670.32,672.92,667.72,671.55,48306080.0
2016-09-29,671.39,674.11,668.34,670.22,43567440.0
2016-09-30,669.34,670.55,665.65,667.64,46296860.0
2016-10-03,668.47,670.52,660.6,660.6,47701580.0
2016-10-04,661.77,665.53,657.44,657.77,50815780.0
2016-10-05,663.56,665.98,661.76,664.65,49558660.0
2016-10-06,665.23,667.15,663.91,664.37,63352640.0
2016-10-07,665.31,666.33,654.05,658.42,48942120.0
2016-10-10,657.58,657.92,648.79,649.51,45420020.0
2016-10-11,649.08,653.82,641.45,653.79,57354400.0
2016-10-12,655.03,658.02,652.71,654.22,43293100.0
2016-10-13,651.64,658.49,649.63,657.99,45009590.0
2016-10-14,656.92,662.05,656.89,658.47,48146290.0
2016-10-17,657.08,657.81,650.87,651.68,41433480.0
2016-10-18,649.08,653.87,647.77,653.02,39084710.0
2016-10-19,654.45,660.77,654.45,660.01,50856810.0
2016-10-20,661.11,661.2,655.75,657.2,43861090.0
2016-10-21,657.38,658.77,653.71,655.28,36961350.0
2016-10-24,654.17,654.17,648.37,648.37,31376670.0
2016-10-25,645.32,646.97,640.03,643.44,44547750.0
2016-10-26,643.57,645.25,639.07,642.48,30362970.0
2016-10-27,641.42,643.64,640.13,642.54,35654730.0
2016-10-28,643.66,649.31,642.82,649.01,50236160.0
2016-10-31,649.28,649.28,644.39,644.43,58346340.0
2016-11-01,643.26,644.7,641.4,642.38,52163810.0
2016-11-02,641.56,642.87,637.04,637.7,66644760.0
2016-11-03,634.28,634.28,627.9,633.39,56098850.0
2016-11-04,632.39,634.5,631.8,632.41,30054980.0
2016-11-07,633.03,639.98,632.63,639.57,41856470.0
2016-11-08,640.0,643.43,640.0,641.83,30317630.0
2016-11-09,641.84,641.84,620.35,632.28,64192580.0
2016-11-10,640.96,642.88,639.68,641.71,47286450.0
2016-11-11,641.8,642.9,639.88,642.75,44917670.0
2016-11-14,640.06,642.24,634.44,636.0,54515130.0
2016-11-15,636.01,639.38,635.2,637.14,46375850.0
2016-11-16,638.0,641.21,637.99,639.85,45423870.0
2016-11-17,638.7,639.16,635.32,635.7,53670820.0
2016-11-18,635.63,636.61,632.45,634.24,36736670.0
2016-11-21,635.82,637.66,634.43,637.04,43247920.0
2016-11-22,638.29,643.8,638.29,643.8,46849110.0
2016-11-23,643.82,649.65,643.6,647.28,41613770.0
2016-11-24,650.52,651.55,645.36,645.99,50840480.0
2016-11-25,648.82,648.82,641.7,644.39,45803420.0
2016-11-28,640.58,640.75,628.48,630.21,37526770.0
2016-11-29,631.22,632.89,623.32,626.12,48574580.0
2016-11-30,626.68,632.9,622.12,632.85,57204190.0
2016-12-01,633.63,636.43,632.76,633.27,40987870.0
2016-12-02,631.81,632.3,628.68,630.65,44838290.0
2016-12-05,628.6,629.85,625.32,626.58,35579710.0
2016-12-06,625.68,626.15,614.23,614.63,51135060.0
2016-12-07,614.64,617.22,614.1,614.87,45257860.0
2016-12-08,619.03,620.23,616.72,617.74,31217970.0
2016-12-09,620.48,621.86,617.29,618.93,26758070.0
2016-12-12,616.5,617.89,612.24,613.44,36991000.0
2016-12-13,612.52,612.74,606.07,607.23,40073810.0
2016-12-14,607.0,614.18,606.55,614.1,47444850.0
2016-12-15,614.83,615.72,610.64,615.72,44020400.0
2016-12-16,613.31,617.27,613.27,615.49,38356290.0
2016-12-19,622.19,626.78,622.19,623.25,34965310.0
2016-12-20,622.59,622.62,615.95,616.65,30838200.0
